Date,Total_Cases,Total_Deaths,Total_Hospitalizations,Cases_Ages_0to17,Cases_Ages_18to29,Cases_Ages_30to39,Cases_Ages_40to49,Cases_Ages_50to59,Cases_Ages_60to69,Cases_Ages_70to79,Cases_Age_80andAbove,Cases_Ages_Unknown,Cases_Female,Cases_Male,Cases_Unknown_Gender,Cases_Latinx,Cases_Asian_NonLatinx,Cases_Black_NonLatinx,Cases_White_NonLatinx,Cases_OtherRace_NonLatinx,Cases_UnknownRace_Ethnicity,Deaths_Ages_0to17,Deaths_Ages_18to29,Deaths_Ages_30to39,Deaths_Ages_40to49,Deaths_Ages_50to59,Deaths_Ages_60to69,Deaths_Ages_70to79,Deaths_Ages_80+,Deaths_Ages_Unknown,Deaths_Female,Deaths_Male,Deaths_Unknown_Gender,Deaths_Latinx,Deaths_Asian_NonLatinx,Deaths_Black_NonLatinx,Deaths_White_NonLatinx,Deaths_OtherRace_NonLatinx,Deaths_UnknownRace_Ethnicity,Hospitalizations_Ages_0to17,Hospitalizations_Ages_18to29,Hospitalizations_Ages_30to39,Hospitalizations_Ages_40to49,Hospitalizations_Ages_50to59,Hospitalizations_Ages_60to69,Hospitalizations_Ages_70to79,Hospitalizations_Ages_80+,Hospitalizations_Ages_Unknown,Hospitalizations_Female,Hospitalizations_Male,Hospitalizations_Unknown_Gender,Hospitalizations_Latinx,Hospitalizations_Asian_NonLatinx,Hospitalizations_Black_NonLatinx,Hospitalizations_White_NonLatinx,Hospitalizations_Other_Race NonLatinx,Hospitalizations_UnknownRace_Ethnicity
11/17/2020,2462,21,145,266,586,491,389,344,227,104,55,0,1272,1180,10,996,76,432,552,102,304,0,0,0,0,4,10,3,4,0,7,14,0,10,1,6,4,0,0,3,7,11,13,21,40,34,16,0,66,79,0,47,6,60,24,5,3
11/27/2021,554,4,32,109,117,124,85,52,40,18,9,0,287,265,2,81,14,99,213,51,96,0,0,1,0,0,0,1,2,0,0,4,0,0,0,1,3,0,0,0,3,4,1,4,9,7,4,0,16,16,0,8,4,11,9,0,0
3/5/2022,91,1,10,20,12,19,19,10,6,3,2,0,51,40,0,13,6,17,32,5,18,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,2,2,0,0,2,0,4,6,0,2,0,4,3,1,0
7/21/2020,290,1,30,24,83,57,55,31,23,8,9,0,143,146,1,99,3,93,58,17,20,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5,6,2,4,4,5,0,14,16,0,7,1,14,6,0,2
10/22/2020,1307,4,67,146,331,308,214,137,92,53,26,0,681,622,4,539,33,198,350,49,138,0,0,1,1,0,0,2,0,0,2,2,0,1,0,1,2,0,0,0,5,6,8,14,9,9,16,0,42,25,0,25,1,20,15,5,1
9/29/2021,414,3,26,93,87,102,51,37,25,14,5,0,212,197,5,57,14,126,135,44,38,0,0,0,1,0,0,1,1,0,1,2,0,1,0,2,0,0,0,0,4,5,3,3,6,2,3,0,17,9,0,7,1,11,6,0,1
5/21/2021,246,6,30,53,49,45,36,33,18,6,6,0,141,105,0,50,11,108,44,4,29,0,1,0,0,1,2,1,1,0,3,3,0,2,0,4,0,0,0,0,3,1,2,10,7,4,3,0,19,11,0,2,1,20,4,1,2
3/12/2022,86,1,4,15,14,18,14,10,5,8,2,0,50,36,0,18,6,18,24,3,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,2,2,0,2,0,1,1,0,0
5/7/2021,365,11,38,68,91,69,63,41,17,9,7,0,194,171,0,106,13,139,55,7,45,0,0,0,2,1,4,2,2,0,4,7,0,2,0,8,1,0,0,1,2,5,3,11,4,4,8,0,23,15,0,6,1,22,9,0,0
5/12/2021,342,6,35,69,74,71,44,43,20,19,2,0,196,146,0,83,17,156,46,8,32,0,0,0,1,0,1,3,1,0,4,2,0,0,0,6,0,0,0,0,3,6,6,8,9,1,2,0,22,13,0,10,1,18,4,1,1
3/9/2022,164,3,11,50,27,34,17,17,12,6,1,0,88,71,5,26,10,36,60,6,26,0,0,0,1,0,1,1,0,0,2,1,0,1,0,1,1,0,0,1,1,1,1,3,3,1,0,0,8,3,0,2,1,6,2,0,0
9/25/2020,379,3,37,44,101,78,66,46,26,12,6,0,202,176,1,181,12,57,82,12,35,0,0,0,1,1,0,0,1,0,1,2,0,1,0,2,0,0,0,2,5,7,10,2,6,3,2,0,19,18,0,16,0,14,5,1,1
10/20/2020,1196,5,56,159,309,230,199,141,88,48,22,0,605,591,0,529,38,155,327,29,118,0,0,0,0,2,1,1,1,0,2,3,0,1,0,2,2,0,0,1,4,5,4,8,12,14,8,0,30,26,0,18,1,18,18,1,0
11/18/2020,2326,17,120,291,566,452,387,295,196,98,41,0,1181,1138,7,844,63,468,557,86,308,0,0,2,0,2,4,3,6,0,9,8,0,8,0,2,7,0,0,2,7,5,10,23,18,28,27,0,56,64,0,36,6,49,25,4,0
3/1/2020,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0
6/12/2020,248,21,24,32,61,42,46,27,21,8,11,0,141,103,4,139,4,44,31,6,24,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,1,1,1,6,7,5,2,0,11,13,0,11,0,10,2,0,1
12/24/2021,3896,16,187,635,944,826,613,470,242,104,62,0,2106,1740,50,569,121,1278,895,427,606,0,0,0,0,0,6,2,8,0,7,9,0,3,3,6,4,0,0,15,20,15,24,27,34,27,25,0,94,93,0,26,2,119,33,3,4
8/3/2020,428,3,30,52,128,88,68,47,24,14,7,0,217,210,1,225,12,76,85,15,15,0,0,0,0,0,1,1,1,0,2,1,0,1,0,1,1,0,0,1,1,2,4,9,3,7,3,0,8,22,0,10,2,12,5,1,0
10/25/2020,526,10,43,66,139,125,63,66,39,18,10,0,282,243,1,142,14,92,203,26,49,0,0,0,2,0,4,3,1,0,4,6,0,3,0,5,2,0,0,2,5,4,6,8,9,5,4,0,24,19,0,13,0,20,7,2,1
11/3/2021,521,8,33,144,98,104,58,56,32,17,12,0,282,235,4,64,11,163,164,37,82,0,0,2,1,0,0,1,4,0,5,3,0,3,1,3,1,0,0,0,3,7,1,5,6,7,4,0,22,11,0,4,0,15,10,3,1
7/20/2020,394,5,25,53,95,90,55,47,36,14,4,0,198,192,4,176,10,95,77,12,24,0,0,1,1,0,2,1,0,0,2,3,0,3,0,1,1,0,0,1,2,3,3,3,7,5,1,0,17,8,0,9,0,14,2,0,0
9/16/2021,475,7,33,95,115,114,54,49,24,21,3,0,250,224,1,86,21,129,158,28,53,0,0,1,1,1,3,0,1,0,2,5,0,3,0,3,1,0,0,0,3,5,2,8,7,7,1,0,15,18,0,7,0,18,7,1,0
2/9/2022,481,9,30,137,109,79,63,33,28,15,16,1,252,215,14,96,28,68,168,22,99,0,0,0,0,1,6,2,0,0,2,7,0,5,0,4,0,0,0,2,3,4,5,0,6,4,6,0,16,14,0,12,3,7,7,1,0
2/1/2022,798,12,43,213,127,157,106,75,58,45,17,0,433,357,8,190,48,121,234,35,170,0,0,1,0,1,4,3,3,0,4,8,0,4,1,6,1,0,0,1,1,5,2,3,12,15,4,0,21,22,0,12,1,17,10,0,3
7/29/2020,445,3,19,56,130,94,68,51,28,12,6,0,233,209,3,187,7,102,104,14,31,0,0,0,1,0,1,0,1,0,2,1,0,1,0,2,0,0,0,1,3,1,8,2,2,1,1,0,7,12,0,8,0,8,2,1,0
4/17/2021,438,6,63,70,98,96,78,46,24,14,12,0,237,201,0,133,25,162,82,11,25,0,0,0,2,2,1,0,1,0,1,5,0,1,1,4,0,0,0,1,8,4,11,12,6,10,11,0,35,28,0,16,2,35,8,1,1
12/10/2020,1703,19,116,227,364,328,281,230,161,64,48,0,901,791,11,734,64,304,357,60,184,0,0,0,1,2,5,3,8,0,4,15,0,8,2,4,5,0,0,5,11,11,12,17,19,22,19,0,59,57,0,33,1,50,26,2,4
4/7/2021,843,3,58,136,250,187,113,80,45,15,17,0,442,401,0,213,40,225,259,18,88,0,0,0,0,1,0,1,1,0,2,1,0,2,0,0,1,0,0,4,3,4,7,12,8,7,13,0,33,25,0,13,2,34,6,3,0
4/30/2021,551,9,52,125,117,102,66,62,49,19,11,0,309,242,0,129,16,236,93,9,68,1,0,0,2,0,2,1,3,0,4,5,0,2,0,4,3,0,0,1,5,4,5,9,10,11,7,0,27,25,0,5,1,32,12,1,1
3/8/2020,3,0,7,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,3,4,0,2,0,4,1,0,0
7/13/2020,337,4,33,36,99,69,45,35,31,7,15,0,194,142,1,128,8,96,72,8,25,0,1,0,0,0,1,1,1,0,2,2,0,1,0,1,2,0,0,2,1,5,3,8,5,6,3,0,16,17,0,11,2,11,6,1,2
3/4/2022,119,2,13,29,21,25,15,11,8,6,4,0,70,48,1,25,3,9,57,8,17,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,2,0,2,2,3,2,1,1,0,7,6,0,3,0,2,7,1,0
11/17/2021,738,2,43,154,157,159,97,73,40,27,31,0,372,365,1,107,15,156,250,68,142,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,3,6,4,8,5,6,11,0,25,18,0,7,1,22,10,2,1
3/15/2020,40,0,21,0,3,8,9,8,5,4,3,0,13,27,0,6,4,13,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,4,4,2,0,7,14,0,4,2,11,4,0,0
8/7/2020,417,2,25,65,108,83,54,48,35,14,10,0,198,218,1,188,11,79,97,18,24,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,2,3,5,0,5,5,2,3,0,14,11,0,11,0,12,2,0,0
9/15/2020,352,1,21,54,100,67,47,42,26,13,3,0,189,163,0,166,9,50,97,10,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4,5,3,4,3,0,10,11,0,8,1,7,5,0,0
5/3/2021,553,6,65,88,113,124,74,85,44,20,5,0,313,240,0,143,19,232,90,10,59,0,0,0,0,0,2,1,3,0,2,4,0,1,0,2,3,0,0,2,3,8,12,15,14,7,4,0,28,37,0,11,0,43,8,2,1
11/5/2021,477,3,29,112,104,100,71,46,22,12,10,0,243,233,1,65,7,111,162,32,100,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,0,3,4,4,6,7,3,2,0,17,12,0,5,0,13,9,0,2
12/7/2021,1163,11,73,275,255,224,157,118,78,35,19,2,602,556,5,177,27,285,298,139,237,0,0,1,1,0,2,5,2,0,3,8,0,1,2,3,5,0,0,4,5,3,11,14,14,12,10,0,44,29,0,16,1,38,12,3,3
5/29/2021,89,7,23,17,16,17,15,15,7,1,1,0,42,47,0,27,1,38,10,4,9,0,0,0,1,2,1,1,2,0,3,4,0,0,0,5,1,1,0,1,2,2,1,5,6,3,3,0,15,8,0,4,0,13,5,0,1
12/27/2020,613,24,91,49,139,114,84,94,70,37,26,0,327,281,5,160,29,111,218,31,64,0,0,0,1,3,6,4,10,0,11,13,0,4,1,10,9,0,0,0,3,4,6,25,18,17,18,0,42,49,0,20,3,41,21,2,4
12/12/2021,832,13,66,154,242,163,111,89,41,16,15,1,446,379,7,110,24,224,242,73,159,0,0,1,0,1,2,7,2,0,5,8,0,1,1,7,4,0,0,1,11,9,5,8,14,9,9,0,38,28,0,12,2,34,15,1,2
1/3/2022,9542,23,261,2273,1971,1682,1286,1114,754,272,182,8,5208,4239,95,2195,433,1940,2117,769,2088,0,0,0,1,3,8,4,7,0,10,13,0,4,0,13,5,1,0,11,31,18,25,46,46,39,45,0,145,116,0,52,6,126,60,9,8
1/28/2022,753,22,52,167,147,145,89,72,67,48,18,0,385,364,4,185,65,118,224,31,130,0,0,0,2,3,5,3,9,0,12,10,0,5,1,10,6,0,0,0,9,5,3,4,10,13,8,0,30,22,0,16,1,14,19,2,0
4/20/2020,990,40,181,24,158,181,213,193,122,58,41,0,486,504,0,443,28,279,127,40,73,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,16,31,35,36,25,29,0,76,105,0,66,5,71,27,11,1
1/24/2022,1521,18,83,414,298,253,175,152,119,68,41,1,779,728,14,385,95,203,420,71,347,0,0,0,0,3,4,3,8,0,5,13,0,3,0,10,4,0,1,5,9,10,8,15,18,8,10,0,42,41,0,20,4,34,22,0,3
1/18/2022,2772,28,139,919,458,421,325,282,206,101,60,0,1472,1270,30,733,170,464,687,156,562,0,1,1,0,4,7,6,9,0,10,18,0,6,1,13,7,1,0,4,9,17,12,18,35,23,21,0,73,66,0,34,4,58,33,9,1
10/26/2020,1540,8,78,193,404,303,256,180,117,66,21,0,782,757,1,604,54,280,391,53,158,0,0,0,0,0,0,2,6,0,4,4,0,4,0,0,4,0,0,0,5,5,5,18,16,18,11,0,32,46,0,26,2,23,22,2,3
8/15/2021,288,5,31,49,62,80,34,30,20,8,5,0,139,148,1,60,20,74,96,8,30,0,1,0,1,2,0,1,0,0,2,3,0,0,0,4,1,0,0,1,3,4,6,5,7,2,3,0,13,18,0,11,0,14,5,0,1
3/22/2020,168,2,68,6,23,27,31,37,24,14,6,0,74,94,0,22,6,81,51,7,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,6,7,12,14,12,12,5,0,34,34,0,11,4,46,5,2,0
4/19/2020,459,35,158,7,66,60,66,75,75,50,60,0,206,253,0,155,20,177,60,18,29,0,0,0,3,7,7,5,13,0,11,24,0,13,2,13,5,2,0,1,13,7,16,37,30,30,24,0,69,89,0,58,6,65,22,7,0
11/24/2021,675,6,56,140,148,129,105,61,54,30,8,0,324,349,2,114,33,142,190,71,125,0,0,0,1,0,0,1,4,0,3,3,0,2,0,3,1,0,0,1,6,6,3,10,10,14,6,0,33,23,0,12,1,25,17,1,0
8/24/2021,568,3,37,115,158,122,64,45,27,25,11,1,294,273,1,108,21,157,166,18,98,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,1,0,0,0,3,4,3,8,9,5,5,0,22,15,0,2,1,22,11,1,0
1/17/2021,393,15,51,40,74,75,61,68,31,26,18,0,195,198,0,95,11,88,139,24,36,0,0,0,0,0,1,7,7,0,5,10,0,5,1,6,3,0,0,1,5,3,4,9,8,12,9,0,22,29,0,10,3,23,15,0,0
3/2/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10/13/2020,878,5,31,89,251,195,134,108,58,24,19,0,446,429,3,394,17,129,231,36,71,0,0,0,0,0,2,2,1,0,1,4,0,1,0,3,1,0,0,2,3,3,6,5,7,2,3,0,16,15,0,10,1,7,9,3,1
8/11/2021,602,2,21,86,154,175,74,53,29,24,7,0,309,293,0,100,37,150,199,27,89,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,1,7,2,3,1,6,1,0,11,10,0,5,1,11,4,0,0
3/7/2022,172,3,10,33,40,26,24,14,20,8,7,0,92,78,2,29,14,36,48,8,37,0,0,0,0,0,1,0,2,0,2,1,0,0,0,2,1,0,0,1,1,1,0,0,2,2,3,0,4,6,0,3,0,4,3,0,0
7/2/2021,55,1,6,5,11,10,13,6,7,3,0,0,33,22,0,10,2,14,20,5,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,6,0,0,0,0,6,0,0,0
1/26/2021,644,12,55,77,156,122,114,88,46,29,12,0,315,328,1,216,26,139,177,33,53,0,1,0,0,0,1,4,6,0,5,7,0,2,0,7,2,1,0,1,5,5,3,10,12,9,10,0,28,27,0,15,1,24,11,4,0
6/14/2020,92,12,27,6,22,18,20,14,6,2,4,0,44,48,0,37,1,27,7,6,14,0,0,0,1,1,3,2,5,0,6,6,0,5,0,3,4,0,0,2,4,1,6,3,5,3,3,0,11,16,0,12,1,10,1,2,1
12/5/2021,516,8,63,106,98,92,81,60,47,20,12,0,265,249,2,94,18,115,151,61,77,0,1,0,0,2,1,1,3,0,3,5,0,1,0,3,4,0,0,1,2,7,6,10,10,16,11,0,29,34,0,11,2,25,21,1,3
8/23/2020,130,1,25,10,43,17,23,15,12,8,2,0,71,59,0,41,3,28,46,4,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,4,5,3,4,2,0,10,15,0,11,0,6,6,2,0
9/12/2020,136,0,11,11,31,34,25,18,11,5,1,0,68,66,2,41,9,22,45,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,5,6,0,5,1,4,1,0,0
3/20/2021,278,6,29,31,90,67,37,25,18,5,5,0,135,143,0,68,17,79,88,9,17,0,0,0,0,1,2,1,2,0,3,3,0,1,0,3,2,0,0,1,7,2,1,10,4,1,3,0,15,14,0,8,1,10,8,1,1
8/18/2020,411,1,25,50,130,79,59,46,22,21,4,0,211,199,1,194,10,67,106,9,25,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,7,3,0,3,4,2,0,12,13,0,12,0,9,3,1,0
5/21/2020,798,34,108,75,174,137,119,122,78,50,43,0,415,372,11,425,28,166,68,24,87,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,11,16,17,23,20,11,0,53,55,0,47,8,40,8,4,1
12/15/2020,1613,22,87,214,362,269,259,242,156,67,44,0,820,786,7,683,49,296,335,78,172,0,0,0,3,4,7,6,2,0,7,15,0,10,1,6,5,0,0,1,2,5,11,13,28,14,13,0,37,50,0,28,5,34,15,3,2
9/21/2020,420,2,26,51,123,85,56,46,34,18,7,0,215,203,2,222,7,46,103,12,30,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,3,4,3,4,6,3,3,0,15,11,0,13,0,10,2,1,0
3/29/2021,729,3,43,96,237,136,94,91,47,18,10,0,386,343,0,188,29,181,249,13,69,0,0,0,0,1,1,1,0,0,0,3,0,1,0,1,1,0,0,2,4,6,4,11,9,2,5,0,23,20,0,6,2,24,9,1,1
7/8/2020,306,4,28,37,99,67,37,33,20,11,2,0,158,148,0,99,11,81,69,10,36,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,2,6,3,0,2,5,6,4,0,14,14,0,11,1,8,6,0,2
4/12/2020,341,33,136,28,32,56,54,60,46,34,31,0,144,197,0,103,8,122,60,20,28,0,0,1,2,3,11,6,10,0,16,17,0,4,1,20,8,0,0,0,2,7,16,31,29,30,21,0,56,80,0,34,4,68,25,5,0
7/27/2021,301,1,19,38,85,83,43,28,12,7,5,0,161,140,0,63,5,90,90,10,43,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,1,6,3,0,3,0,10,9,0,1,0,13,4,1,0
1/4/2022,9615,31,299,2586,1890,1704,1168,1067,685,320,185,10,5274,4250,91,2287,421,2066,2050,623,2168,0,0,0,3,3,5,8,12,0,19,12,0,6,0,17,8,0,0,13,34,28,24,50,46,47,57,0,173,126,0,69,3,145,63,11,8
11/2/2020,2323,15,109,271,556,506,372,311,186,75,46,0,1188,1127,8,910,61,394,567,90,301,0,0,0,0,0,2,5,8,0,6,9,0,1,1,5,8,0,0,1,5,11,15,24,22,15,16,0,52,57,0,30,3,46,26,2,2
11/26/2021,520,13,46,82,123,114,60,69,46,15,11,0,278,240,2,88,24,96,165,48,99,0,1,0,3,0,4,3,2,0,8,5,0,3,0,6,4,0,0,1,3,7,3,10,9,7,6,0,27,19,0,13,0,19,10,3,1
11/13/2020,2693,19,121,333,649,538,402,344,244,123,60,0,1451,1235,7,1088,76,478,636,117,298,0,0,0,0,4,2,6,7,0,8,11,0,6,0,5,8,0,0,1,9,13,6,18,31,28,15,0,47,74,0,43,2,45,27,2,2
6/12/2021,46,5,9,5,13,13,3,7,1,2,2,0,18,28,0,11,1,14,12,1,7,0,0,0,0,1,1,2,1,0,5,0,0,2,0,0,2,1,0,0,0,2,3,1,0,1,2,0,4,5,0,4,0,4,1,0,0
6/2/2020,247,25,50,14,35,45,44,31,34,18,26,0,123,114,10,98,14,68,23,10,34,0,0,1,0,3,3,4,14,0,12,13,0,15,2,5,3,0,0,0,4,4,4,9,12,12,5,0,22,28,0,21,2,15,11,1,0
3/6/2022,80,3,10,7,24,11,12,6,7,7,6,0,44,36,0,10,1,22,32,3,12,0,0,0,0,0,0,1,2,0,1,2,0,0,0,2,1,0,0,0,0,2,2,2,1,2,1,0,5,5,0,3,0,3,4,0,0
8/16/2020,120,3,18,10,40,28,9,15,10,6,1,1,56,63,1,29,6,20,50,8,7,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,2,0,0,0,6,0,1,2,5,1,3,0,12,6,0,9,1,6,2,0,0
3/31/2020,490,16,161,5,57,104,97,92,69,39,27,0,260,230,0,111,20,226,87,16,30,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,7,16,25,33,31,26,21,0,72,89,0,30,3,103,18,6,1
8/19/2020,485,5,22,58,150,90,57,71,39,13,7,0,256,228,1,216,4,90,117,25,33,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,1,2,2,1,6,2,6,2,0,11,11,0,4,0,12,5,0,1
5/16/2021,155,9,34,23,34,30,22,17,14,8,7,0,85,70,0,35,2,71,30,5,12,0,0,1,1,0,2,3,2,0,3,6,0,6,2,1,0,0,0,1,3,10,5,3,6,3,3,0,20,14,0,5,0,20,6,1,2
10/9/2020,668,4,30,67,172,168,100,69,52,27,13,0,325,342,1,278,12,100,207,26,45,0,0,0,1,0,1,1,1,0,0,4,0,1,0,0,2,0,1,2,3,4,4,5,4,3,5,0,16,14,0,8,0,11,10,1,0
8/4/2021,499,3,32,70,142,120,77,42,22,18,8,0,256,242,1,84,13,131,162,27,82,0,0,0,0,1,2,0,0,0,2,1,0,0,0,3,0,0,0,2,8,1,5,5,4,3,4,0,19,13,0,5,0,18,7,0,2
9/9/2020,400,5,21,41,132,74,54,46,37,11,5,0,217,183,0,207,13,59,94,9,18,0,0,0,0,1,1,2,1,0,4,1,0,5,0,0,0,0,0,0,1,0,5,4,3,6,2,0,11,10,0,9,0,6,3,1,2
11/12/2021,621,6,36,131,104,136,89,81,45,20,15,0,337,282,2,92,24,126,194,59,126,0,0,0,1,1,1,1,2,0,4,2,0,0,0,4,2,0,0,2,0,3,5,8,6,7,5,0,18,18,0,4,1,14,15,1,1
10/12/2020,681,4,37,69,180,119,122,91,59,31,10,0,321,356,4,244,27,108,201,34,67,0,0,0,1,1,0,2,0,0,2,2,0,3,0,1,0,0,0,0,3,3,7,7,7,7,3,0,15,22,0,9,2,12,11,0,3
1/8/2022,3333,29,186,609,651,634,549,379,294,145,71,1,1775,1543,15,858,201,493,790,249,742,0,0,0,2,1,8,7,11,0,15,14,0,4,0,19,6,0,0,4,10,15,15,30,46,25,41,0,100,86,0,42,7,85,43,7,2
9/7/2021,577,3,47,119,133,99,86,61,41,23,15,0,302,274,1,131,24,151,144,23,104,0,0,0,1,1,0,0,1,0,0,3,0,2,0,1,0,0,0,1,4,5,7,6,13,7,4,0,28,19,0,13,3,21,7,3,0
7/14/2020,324,3,23,46,83,69,48,38,23,15,2,0,185,138,1,143,5,77,73,6,20,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,0,0,2,3,2,5,6,5,0,0,14,9,0,11,0,10,2,0,0
2/15/2021,258,7,23,35,63,59,35,29,21,13,3,0,128,130,0,70,17,47,87,13,24,0,0,0,0,1,1,3,2,0,4,3,0,1,0,3,3,0,0,0,1,4,2,2,8,4,2,0,9,14,0,2,1,14,5,0,1
8/22/2021,284,7,33,45,65,61,52,33,16,6,6,0,151,133,0,52,7,77,104,9,35,0,0,0,2,2,1,0,2,0,4,3,0,1,1,5,0,0,0,1,4,4,11,4,4,1,4,0,19,14,0,6,1,17,8,0,1
4/18/2020,535,39,161,13,89,101,96,90,81,44,21,0,247,288,0,221,20,166,66,17,45,0,0,0,3,4,8,12,12,0,20,19,0,12,5,20,2,0,0,1,7,17,19,37,38,27,15,0,60,101,0,55,3,72,22,8,1
3/2/2021,328,7,31,46,103,62,44,31,25,11,6,0,183,145,0,91,21,63,104,16,33,0,0,0,0,1,0,2,4,0,4,3,0,4,1,2,0,0,0,0,2,2,5,5,3,9,5,0,19,12,0,13,1,10,5,1,1
3/23/2021,568,5,43,66,192,124,74,66,28,11,7,0,282,286,0,138,29,95,227,19,60,0,0,0,0,0,2,3,0,0,2,3,0,2,1,2,0,0,0,1,2,7,7,4,16,3,3,0,19,24,0,8,0,23,11,1,0
1/12/2022,4070,33,184,1182,701,632,496,384,330,206,138,1,2143,1901,26,1137,233,733,896,200,871,0,0,1,2,5,8,9,8,0,15,18,0,7,3,14,9,0,0,9,14,15,10,28,41,30,37,0,99,85,0,37,6,83,48,7,3
5/16/2020,514,28,102,35,106,87,93,77,59,35,22,0,278,232,4,246,13,109,66,14,66,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,4,13,20,18,16,17,0,51,51,0,41,4,32,17,2,6
2/8/2021,386,13,52,47,74,67,60,54,44,19,21,0,208,178,0,120,19,97,100,16,34,0,0,2,2,2,2,3,2,0,6,7,0,5,1,2,5,0,0,1,7,7,4,8,3,13,9,0,29,23,0,13,0,20,17,2,0
6/3/2020,280,21,50,23,61,47,41,44,32,18,14,0,154,126,0,129,3,75,31,16,26,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,7,5,2,4,15,9,7,0,23,27,0,12,0,28,9,0,1
3/16/2020,77,1,14,1,13,21,18,12,7,4,1,0,36,41,0,8,7,26,31,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,3,2,1,1,0,4,10,0,1,0,10,3,0,0
1/14/2021,1053,15,61,135,221,232,175,127,93,46,24,0,547,506,0,410,58,179,251,43,112,0,0,0,1,2,3,2,7,0,3,12,0,5,4,3,3,0,0,0,2,7,7,7,10,19,9,0,34,27,0,16,2,25,13,4,1
8/5/2021,479,2,31,76,149,130,56,34,21,8,5,0,233,244,2,89,16,107,166,22,79,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,1,3,6,2,5,6,3,5,0,16,15,0,4,2,17,6,2,0
9/18/2020,356,4,21,41,101,74,44,45,34,8,9,0,162,194,0,158,17,54,91,13,23,0,0,0,0,0,0,1,3,0,2,2,0,1,0,2,1,0,0,0,0,1,1,3,3,7,6,0,10,11,0,1,1,9,9,0,1
3/17/2020,96,1,24,0,15,21,18,17,19,2,4,0,37,59,0,9,2,39,41,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,2,5,7,3,3,0,7,17,0,4,0,16,4,0,0
9/22/2020,351,2,27,43,108,70,52,36,20,12,10,0,175,173,3,163,9,48,96,4,31,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,4,2,2,5,8,4,2,0,12,15,0,14,0,7,6,0,0
11/20/2020,2301,31,124,329,529,432,371,267,192,109,72,0,1199,1100,2,855,70,398,545,89,344,0,0,0,5,2,7,3,14,0,16,15,0,13,1,10,7,0,0,6,3,5,21,20,29,19,21,0,68,55,1,28,5,59,26,5,1
