Date,Total_Cases,Total_Deaths,Total_Hospitalizations,Cases_Ages_0to17,Cases_Ages_18to29,Cases_Ages_30to39,Cases_Ages_40to49,Cases_Ages_50to59,Cases_Ages_60to69,Cases_Ages_70to79,Cases_Age_80andAbove,Cases_Ages_Unknown,Cases_Female,Cases_Male,Cases_Unknown_Gender,Cases_Latinx,Cases_Asian_NonLatinx,Cases_Black_NonLatinx,Cases_White_NonLatinx,Cases_OtherRace_NonLatinx,Cases_UnknownRace_Ethnicity,Deaths_Ages_0to17,Deaths_Ages_18to29,Deaths_Ages_30to39,Deaths_Ages_40to49,Deaths_Ages_50to59,Deaths_Ages_60to69,Deaths_Ages_70to79,Deaths_Ages_80+,Deaths_Ages_Unknown,Deaths_Female,Deaths_Male,Deaths_Unknown_Gender,Deaths_Latinx,Deaths_Asian_NonLatinx,Deaths_Black_NonLatinx,Deaths_White_NonLatinx,Deaths_OtherRace_NonLatinx,Deaths_UnknownRace_Ethnicity,Hospitalizations_Ages_0to17,Hospitalizations_Ages_18to29,Hospitalizations_Ages_30to39,Hospitalizations_Ages_40to49,Hospitalizations_Ages_50to59,Hospitalizations_Ages_60to69,Hospitalizations_Ages_70to79,Hospitalizations_Ages_80+,Hospitalizations_Ages_Unknown,Hospitalizations_Female,Hospitalizations_Male,Hospitalizations_Unknown_Gender,Hospitalizations_Latinx,Hospitalizations_Asian_NonLatinx,Hospitalizations_Black_NonLatinx,Hospitalizations_White_NonLatinx,Hospitalizations_Other_Race NonLatinx,Hospitalizations_UnknownRace_Ethnicity
5/24/2020,279,27,92,16,55,42,48,33,47,22,16,0,149,130,0,144,6,54,24,11,40,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,19,31,13,11,0,45,47,0,32,2,36,11,5,6
12/22/2021,7291,18,154,990,2213,1777,1018,668,402,140,83,0,4032,3186,73,1017,236,1977,2030,691,1340,0,0,1,0,1,3,4,9,0,10,8,0,2,0,10,6,0,0,11,17,23,21,22,22,18,20,0,80,74,0,23,2,91,31,5,2
9/16/2020,365,4,32,47,120,78,48,34,25,10,3,0,203,162,0,176,6,58,98,3,24,0,0,0,0,0,2,1,1,0,3,1,0,1,0,1,2,0,0,1,3,2,3,0,13,6,4,0,23,9,0,10,0,10,9,1,2
3/11/2020,13,0,7,0,4,1,3,3,2,0,0,0,4,9,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,4,3,0,1,0,5,1,0,0
12/26/2020,955,19,81,94,235,179,154,140,89,41,23,0,506,446,3,393,28,146,253,47,88,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,2,10,5,7,13,16,16,12,0,42,39,0,27,1,35,11,5,2
9/14/2021,496,5,38,135,110,100,59,49,26,12,5,0,252,244,0,92,23,129,125,50,77,0,1,1,0,1,0,1,1,0,2,3,0,2,0,2,1,0,0,0,0,4,9,4,6,10,5,0,22,16,0,8,1,23,6,0,0
1/21/2021,817,10,64,97,191,160,121,118,76,36,18,0,416,400,1,312,27,184,186,38,70,0,0,1,1,0,2,2,4,0,5,5,0,3,0,5,2,0,0,3,3,5,6,11,16,17,3,0,30,34,0,19,2,33,7,2,1
2/10/2022,426,7,19,101,97,83,43,35,39,19,9,0,231,192,3,92,30,71,138,32,63,0,0,0,1,0,1,2,3,0,1,6,0,1,0,3,3,0,0,1,1,1,0,3,5,3,5,0,9,10,0,6,0,7,6,0,0
11/8/2021,608,5,28,176,119,103,94,60,26,18,12,0,304,302,2,99,15,158,175,60,101,0,0,0,0,0,2,2,1,0,3,2,0,2,0,2,1,0,0,4,1,6,4,3,4,3,3,0,17,11,0,7,0,14,6,0,1
7/7/2020,341,4,25,35,107,69,55,44,19,8,4,0,184,156,1,106,12,95,85,11,32,0,0,0,0,0,3,0,1,0,3,1,0,3,0,1,0,0,0,0,2,3,2,5,4,6,3,0,9,16,0,4,2,13,4,1,1
2/24/2021,338,4,36,38,79,65,54,48,29,12,13,0,161,177,0,92,8,87,96,14,41,0,0,0,0,0,1,1,2,0,2,2,0,2,0,1,1,0,0,1,3,2,8,6,6,6,4,0,18,18,0,8,2,19,6,1,0
7/23/2021,243,3,18,42,60,67,29,19,14,8,4,0,134,108,1,49,6,72,76,6,34,0,0,0,0,0,2,1,0,0,1,2,0,0,0,3,0,0,0,0,5,3,2,4,0,3,1,0,10,8,0,5,0,8,3,1,1
1/15/2021,1024,12,54,127,264,196,174,114,79,48,22,0,532,492,0,307,49,219,298,58,93,0,0,0,1,3,2,2,4,0,5,7,0,3,1,5,3,0,0,1,3,5,6,7,14,11,7,0,33,21,0,18,0,21,14,1,0
3/4/2020,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0
3/5/2020,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,3,3,0,0,0,3,3,0,0
7/17/2021,122,0,8,22,37,28,18,8,2,4,3,0,66,55,1,42,5,31,21,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,4,4,0,0,0,5,2,1,0
4/8/2020,705,36,172,11,86,100,107,155,129,69,48,0,353,352,0,186,23,323,115,29,29,0,0,0,1,7,8,9,11,0,13,23,0,3,2,22,9,0,0,1,1,14,16,37,40,37,26,0,67,105,0,38,5,88,30,11,0
9/13/2021,553,7,41,129,127,120,64,46,35,23,9,0,278,275,0,102,23,171,129,52,76,0,0,2,1,0,3,1,0,0,1,6,0,4,0,2,1,0,0,2,3,4,5,10,7,5,5,0,26,15,0,7,0,24,8,1,1
2/28/2022,198,0,14,53,42,39,23,23,6,9,3,0,106,91,1,40,13,30,69,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,3,2,0,6,8,0,3,0,5,6,0,0
8/10/2020,376,1,29,41,108,68,63,49,24,18,5,0,187,189,0,194,11,61,80,13,17,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,5,1,3,5,4,6,3,0,14,15,0,4,2,7,13,1,2
12/22/2020,1337,17,82,178,301,249,195,163,151,64,36,0,693,641,3,512,59,234,322,65,145,0,0,0,1,2,2,8,4,0,7,10,0,2,3,8,4,0,0,0,4,7,7,11,16,21,16,0,41,41,0,24,1,39,15,3,0
1/13/2022,3652,29,189,948,653,581,449,438,324,169,89,1,1938,1694,20,938,179,693,779,198,865,0,0,0,0,5,7,5,12,0,14,15,0,3,0,17,9,0,0,8,17,17,12,23,47,30,35,0,96,93,0,36,5,84,51,6,7
2/25/2021,282,8,22,33,69,60,53,19,26,17,5,0,134,148,0,101,14,44,86,10,27,0,0,0,0,0,1,5,2,0,2,6,0,4,0,1,3,0,0,0,2,2,1,5,4,7,1,0,10,12,0,5,4,9,4,0,0
6/20/2020,125,10,20,18,32,18,21,19,5,9,3,0,65,60,0,70,1,17,19,6,12,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,3,1,3,3,1,3,0,11,9,0,11,0,6,2,0,1
9/5/2021,320,4,29,76,70,62,45,43,14,4,6,0,170,150,0,75,13,86,90,21,35,0,0,0,0,1,1,1,1,0,2,2,0,0,0,2,2,0,0,1,3,2,4,10,4,3,2,0,16,13,0,7,1,16,4,1,0
8/20/2020,422,3,24,48,120,85,64,58,33,10,4,0,235,186,1,182,8,73,114,15,30,0,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,4,5,4,3,5,2,1,0,13,11,0,11,1,4,7,1,0
2/22/2021,389,8,28,53,90,84,57,54,32,11,8,0,199,190,0,154,13,66,106,12,38,0,0,0,2,2,1,2,1,0,4,4,0,4,0,4,0,0,0,0,1,2,4,4,9,1,7,0,11,17,0,10,0,10,7,1,0
6/25/2021,35,3,4,8,6,6,9,2,4,0,0,0,16,19,0,11,2,5,7,0,10,0,0,1,0,0,1,1,0,0,2,1,0,0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,3,1,0,0,0,3,1,0,0
3/10/2022,164,2,10,40,36,24,19,19,11,10,5,0,92,71,1,26,10,33,57,7,31,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,2,1,0,3,2,1,1,0,3,7,0,3,0,1,6,0,0
3/24/2020,350,2,119,1,59,67,58,56,61,34,14,0,158,192,0,63,15,158,85,10,19,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,3,10,14,29,27,21,14,0,48,71,0,22,0,75,16,6,0
11/23/2021,724,4,39,172,165,144,86,67,44,22,24,0,347,375,2,128,21,167,233,58,117,0,0,1,0,2,1,0,0,0,1,3,0,1,0,3,0,0,0,0,2,5,3,7,9,7,6,0,19,20,0,10,3,11,13,2,0
3/26/2021,600,6,38,75,216,134,68,56,34,6,11,0,290,310,0,166,29,104,225,24,52,0,0,0,0,2,2,0,2,0,4,2,0,0,1,4,1,0,0,1,7,0,7,8,5,6,4,0,16,22,0,7,0,22,9,0,0
1/9/2021,782,17,56,97,217,143,101,106,70,34,13,1,406,376,0,280,30,141,234,23,74,0,0,0,1,1,3,3,9,0,7,10,0,4,1,6,6,0,0,0,4,3,5,5,16,11,11,1,28,28,0,17,1,22,16,0,0
11/20/2021,466,3,43,81,87,108,73,56,35,17,9,0,244,222,0,68,13,103,166,35,81,0,0,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,3,4,11,5,7,9,4,0,24,19,0,6,0,23,12,0,2
1/24/2021,339,16,47,34,82,71,46,43,30,23,10,0,171,168,0,74,19,66,134,11,35,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,3,2,6,5,12,12,7,0,23,24,0,9,4,21,9,3,1
6/5/2021,62,6,10,14,13,9,7,8,7,2,2,0,33,29,0,17,2,24,12,2,5,0,0,0,1,1,2,1,1,0,2,4,0,2,0,3,1,0,0,0,0,3,1,4,1,0,1,0,7,3,0,0,0,8,2,0,0
10/18/2021,356,1,25,96,64,60,57,43,23,7,6,0,185,170,1,72,16,79,110,21,58,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,5,3,8,4,2,0,15,10,0,7,0,11,4,2,1
11/3/2020,2142,13,108,262,554,450,350,265,153,65,43,0,1090,1049,3,879,75,293,585,93,217,0,0,0,0,2,5,4,2,0,2,11,0,4,0,4,5,0,0,3,10,12,11,17,23,13,19,0,52,56,0,45,5,37,18,1,2
8/18/2021,555,3,27,75,152,122,80,59,39,20,8,0,273,280,2,117,23,133,172,24,86,0,0,0,0,1,1,0,1,0,0,3,0,0,0,2,1,0,0,1,2,4,4,2,8,3,3,0,16,11,0,4,0,14,9,0,0
12/5/2020,1204,13,84,165,270,217,170,185,118,51,28,0,610,593,1,484,50,218,285,41,126,0,0,2,1,2,1,2,5,0,5,8,0,7,0,4,2,0,0,4,5,9,5,11,25,13,12,0,41,43,0,25,5,32,17,4,1
4/20/2021,565,5,53,87,170,120,78,67,17,14,12,0,325,239,1,134,26,209,121,15,60,0,0,0,0,1,2,1,1,0,1,4,0,0,2,2,1,0,0,2,2,13,7,11,8,6,4,0,29,24,0,16,1,28,7,1,0
4/29/2020,1151,44,157,54,208,230,219,201,118,62,59,0,547,603,1,631,21,199,146,36,118,0,1,1,4,4,5,9,20,0,21,23,0,16,3,13,12,0,0,0,12,10,23,26,34,20,32,0,78,79,0,58,4,48,35,10,2
9/22/2021,405,7,24,80,88,93,63,37,25,10,9,0,196,208,1,75,12,119,138,34,27,0,1,0,1,0,0,4,1,0,3,4,0,3,0,2,2,0,0,1,3,0,4,5,4,3,4,0,13,11,0,4,0,13,6,1,0
6/8/2021,74,4,14,21,17,12,8,6,7,2,1,0,44,30,0,23,3,32,8,2,6,0,0,0,0,1,1,2,0,0,1,3,0,2,0,1,1,0,0,1,1,3,0,2,3,2,2,0,8,6,0,6,2,4,2,0,0
8/13/2021,624,3,37,97,171,154,80,58,39,15,10,0,272,352,0,133,18,146,230,12,85,0,0,0,0,0,1,2,0,0,2,1,0,0,0,3,0,0,0,1,5,6,4,5,8,4,4,0,19,18,0,8,0,20,8,1,0
10/30/2021,280,2,17,57,60,63,29,32,21,12,6,0,140,139,1,59,16,70,87,21,27,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,2,5,3,3,2,0,11,6,0,4,1,8,3,1,0
8/22/2020,191,2,17,18,59,32,28,26,16,10,2,0,96,93,2,74,5,29,60,14,9,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,3,2,3,6,0,0,12,5,0,2,0,10,4,1,0
3/12/2021,351,9,18,52,94,80,49,46,18,6,6,0,203,148,0,98,13,75,118,13,34,0,0,1,1,3,1,1,2,0,4,5,0,3,0,5,1,0,0,1,3,0,4,3,3,3,1,0,10,8,0,5,0,8,4,1,0
2/11/2021,438,10,41,64,102,82,58,61,44,19,8,0,212,226,0,136,21,79,142,22,38,0,0,0,2,2,3,0,3,0,2,8,0,5,0,3,2,0,0,3,5,3,2,5,13,6,4,0,22,19,0,12,2,17,9,0,1
10/5/2020,553,3,21,54,157,117,95,66,38,22,4,0,266,286,1,237,16,99,140,13,48,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,2,0,0,1,4,3,2,2,3,5,1,0,9,12,0,7,0,10,4,0,0
9/20/2021,486,5,33,104,118,99,55,42,39,18,11,0,269,216,1,86,21,131,159,37,52,0,0,0,2,2,0,0,1,0,1,4,0,2,0,1,2,0,0,1,0,6,6,2,6,6,6,0,17,16,0,8,0,17,7,1,0
4/6/2020,583,22,200,5,78,96,103,110,94,56,41,0,303,280,0,152,24,247,106,26,28,0,0,0,2,5,1,8,6,0,9,13,0,3,0,16,3,0,0,0,5,22,16,41,60,29,27,0,110,90,0,44,11,113,22,8,2
4/14/2021,771,9,49,143,214,175,115,61,37,11,15,0,413,357,1,196,25,252,194,22,82,0,0,1,0,1,1,2,4,0,3,6,0,3,0,4,1,0,1,4,4,7,5,4,11,4,10,0,29,20,0,11,1,30,6,1,0
10/27/2020,1627,4,89,202,452,341,252,179,117,53,31,0,840,784,3,683,46,252,421,72,153,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,2,7,13,23,20,9,11,0,51,38,0,25,3,36,19,5,1
6/28/2020,110,5,27,8,36,22,20,10,9,3,2,0,64,46,0,37,1,24,28,5,15,0,0,0,1,0,2,0,2,0,4,1,0,2,0,2,1,0,0,0,5,0,4,5,4,4,5,0,17,10,0,9,0,12,5,0,1
12/21/2020,1464,26,92,172,300,270,272,192,115,84,59,0,736,723,5,529,71,279,362,61,162,0,0,0,1,2,5,8,10,0,14,12,0,9,1,10,6,0,0,1,5,6,8,20,13,19,20,0,42,50,0,23,4,38,20,2,5
5/14/2021,290,6,35,67,69,55,34,28,26,7,4,0,156,134,0,74,11,113,48,6,38,0,0,0,0,0,3,2,1,0,4,2,0,3,0,2,1,0,0,1,6,4,3,7,11,2,1,0,22,13,0,10,1,19,3,0,2
3/28/2020,248,4,131,2,27,54,36,44,38,28,19,0,138,110,0,37,7,140,44,11,9,0,0,0,0,2,0,1,1,0,1,3,0,1,0,2,1,0,0,1,5,10,18,33,21,22,21,0,69,62,0,22,2,85,16,6,0
5/25/2021,128,3,25,15,30,24,20,18,14,5,2,0,81,47,0,28,4,61,23,3,9,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,3,3,3,6,4,3,3,0,13,12,0,1,0,19,4,0,1
3/13/2020,32,0,8,0,4,13,5,5,5,0,0,0,8,24,0,4,2,5,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,3,5,0,1,0,3,4,0,0
10/6/2021,376,5,31,89,87,76,42,36,29,10,7,0,184,192,0,68,12,101,126,21,48,0,0,0,1,1,2,0,1,0,1,4,0,4,0,1,0,0,0,0,1,4,5,4,5,8,4,0,17,14,0,2,1,17,10,0,1
7/2/2020,256,6,25,25,80,44,39,28,22,10,8,0,144,112,0,89,9,67,60,5,26,0,0,0,0,1,1,1,3,0,3,3,0,3,0,2,1,0,0,1,5,4,4,2,4,1,4,0,12,13,0,7,0,9,6,2,1
2/24/2022,240,4,16,62,54,49,27,20,11,12,5,0,133,104,3,48,21,40,83,16,32,0,0,0,0,0,0,2,2,0,1,3,0,0,0,3,1,0,0,0,2,0,2,2,3,4,3,0,9,7,0,2,0,6,8,0,0
3/14/2021,181,4,19,24,53,36,32,17,14,5,0,0,86,95,0,38,11,34,74,9,15,0,0,0,0,0,2,1,1,0,2,2,0,1,0,2,1,0,0,1,1,3,1,4,5,3,1,0,9,10,0,1,0,11,6,1,0
8/20/2021,565,3,31,88,144,133,79,51,36,23,11,0,284,279,2,121,24,123,194,23,80,0,0,1,0,1,0,1,0,0,1,2,0,0,0,2,1,0,0,0,3,3,8,6,4,5,2,0,14,17,0,7,0,20,3,1,0
10/18/2020,347,1,48,30,84,90,58,43,21,16,5,0,172,174,1,83,13,60,143,14,34,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,3,7,7,9,10,5,0,21,27,0,19,0,11,14,3,1
7/19/2021,203,1,17,34,65,51,24,21,4,3,1,0,96,105,2,41,5,43,73,7,34,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,4,0,3,3,1,2,0,13,4,0,3,0,6,7,0,1
6/7/2021,102,9,16,20,20,11,19,14,10,6,2,0,53,49,0,34,3,37,18,3,7,0,0,0,1,4,2,1,1,0,3,6,0,5,0,4,0,0,0,1,0,0,4,5,2,3,1,0,12,4,0,5,0,8,3,0,0
9/6/2020,143,2,11,16,44,30,17,18,10,3,5,0,72,71,0,57,0,29,47,4,6,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2,0,3,2,2,0,7,4,0,4,0,5,2,0,0
3/25/2022,226,0,,49,41,57,24,22,16,13,4,0,117,106,3,35,19,33,87,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
9/21/2021,469,6,33,120,98,82,65,48,30,18,8,0,247,221,1,90,14,141,145,29,50,0,0,0,1,1,1,1,2,0,0,6,0,0,0,4,2,0,0,0,3,2,6,4,9,4,5,0,16,17,0,7,0,21,5,0,0
9/20/2020,108,6,17,14,31,28,13,9,5,7,1,0,57,51,0,31,9,14,48,2,4,0,0,0,0,0,3,1,2,0,3,3,0,3,0,1,2,0,0,0,2,2,1,5,3,3,1,0,6,11,0,5,0,7,4,1,0
2/23/2021,313,12,18,30,90,63,37,49,25,12,7,0,155,158,0,97,17,71,93,9,26,0,0,0,1,2,2,4,3,0,5,7,0,3,0,5,4,0,0,0,3,1,3,4,2,3,2,0,12,6,0,2,1,8,5,2,0
1/20/2021,788,12,59,107,212,155,117,91,59,31,16,0,398,390,0,260,34,165,216,35,78,0,0,1,0,1,4,4,2,0,8,4,0,2,1,6,3,0,0,0,4,8,10,10,11,7,9,0,27,32,0,13,0,26,18,1,1
6/9/2021,64,5,8,11,14,7,12,10,4,3,3,0,33,30,1,17,2,24,16,2,3,0,0,0,0,2,1,0,2,0,3,2,0,0,0,4,1,0,0,0,1,1,1,3,1,0,1,0,3,5,0,4,0,2,2,0,0
3/20/2022,122,1,7,21,28,30,20,7,12,3,1,0,77,43,2,20,12,13,53,2,22,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,2,2,1,0,0,3,4,0,3,0,3,0,1,0
1/5/2022,6862,20,262,1217,1583,1297,930,822,573,281,158,1,3730,3065,67,1663,299,1412,1510,408,1570,0,0,0,3,3,1,2,11,0,6,14,0,3,1,8,8,0,0,9,20,26,17,44,63,39,44,0,130,132,0,51,3,143,53,10,2
10/3/2021,206,4,27,46,40,36,24,27,20,9,4,0,103,103,0,33,8,54,81,9,21,0,0,0,0,1,2,0,1,0,0,4,0,1,0,1,2,0,0,0,4,2,3,4,3,9,2,0,16,11,0,3,1,14,7,1,1
3/27/2022,145,1,,25,32,39,22,8,8,6,5,0,83,61,1,16,7,15,77,9,21,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1/19/2022,2359,17,130,685,419,417,285,224,163,97,68,1,1260,1073,26,675,131,406,568,100,479,0,0,0,1,0,7,3,6,0,7,10,0,3,0,7,6,1,0,10,16,12,9,10,30,16,27,0,63,67,0,35,3,51,33,6,2
12/3/2020,2071,30,117,235,521,406,317,308,157,80,47,0,1094,972,5,844,75,403,437,78,234,0,0,0,1,3,6,10,10,0,12,18,0,7,3,13,7,0,0,1,3,11,14,21,24,20,23,0,49,68,0,39,4,45,25,3,1
12/8/2021,1294,10,63,325,308,273,156,119,59,28,26,0,655,635,4,209,37,359,341,105,243,0,0,0,2,3,1,2,2,0,2,8,0,2,1,5,2,0,0,0,7,13,9,11,15,4,4,0,37,26,0,18,1,24,11,5,4
9/24/2021,355,6,23,70,89,81,41,35,24,13,2,0,186,167,2,66,12,102,111,28,36,0,0,1,1,0,2,1,1,0,1,5,0,2,1,2,1,0,0,1,2,5,5,2,2,3,3,0,12,11,0,5,0,13,5,0,0
1/3/2021,659,20,67,74,183,132,82,77,62,31,18,0,332,326,1,167,39,128,234,25,66,0,0,0,1,0,4,7,8,0,10,10,0,9,2,5,4,0,0,1,6,1,9,7,14,17,12,0,30,37,0,20,4,28,15,0,0
1/28/2021,608,10,47,82,144,108,95,80,53,29,17,0,307,301,0,217,20,110,172,26,63,0,1,0,0,0,2,3,4,0,5,5,0,3,1,4,2,0,0,1,2,2,3,3,9,13,14,0,20,27,0,13,0,17,14,2,1
7/6/2020,282,5,31,23,79,66,41,35,21,11,6,0,150,128,4,95,11,81,53,4,38,0,0,0,0,1,2,0,2,0,4,1,0,1,0,2,2,0,0,1,3,3,5,6,5,5,3,0,17,14,0,7,1,16,6,0,1
1/21/2022,1607,25,97,391,307,281,199,167,139,64,59,0,884,714,9,382,109,264,441,81,330,0,0,0,0,5,3,2,15,0,13,12,0,4,1,12,8,0,0,3,5,9,8,9,19,17,27,0,51,46,0,23,4,35,30,3,2
10/5/2021,385,3,21,97,84,80,50,32,21,13,8,0,194,190,1,70,16,104,128,21,46,0,0,0,0,0,1,1,1,0,1,2,0,1,1,0,1,0,0,1,2,4,2,2,4,4,2,0,11,10,0,6,1,7,4,3,0
8/25/2021,607,6,42,101,151,138,81,69,32,22,13,0,320,287,0,109,13,159,189,25,112,0,0,0,1,2,0,1,2,0,1,5,0,2,0,3,1,0,0,1,7,1,4,10,7,7,5,0,19,23,0,8,1,22,10,0,1
10/29/2021,369,2,18,80,65,72,67,37,29,14,5,0,183,185,1,74,24,73,103,54,41,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,2,3,5,5,1,0,7,11,0,5,0,7,4,2,0
7/24/2021,196,0,15,45,54,35,17,23,14,4,4,0,93,103,0,36,8,58,60,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,4,2,1,2,0,10,5,0,4,0,9,2,0,0
11/1/2021,439,3,33,108,66,96,52,55,37,16,9,0,233,205,1,93,7,109,133,36,61,0,0,0,0,0,0,2,1,0,1,2,0,0,1,1,1,0,0,2,4,2,2,1,11,5,6,0,14,19,0,5,0,21,7,0,0
4/27/2020,1157,35,169,42,234,201,231,207,125,53,64,0,584,573,0,603,28,241,133,47,105,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,9,16,39,37,20,37,0,78,91,0,58,4,71,28,8,0
2/6/2022,292,23,32,77,58,49,41,30,16,13,8,0,143,147,2,46,23,32,83,19,89,0,1,2,1,2,6,5,6,0,7,16,0,8,0,8,6,1,0,1,2,4,5,3,3,5,9,0,18,14,0,5,6,9,8,3,1
10/16/2020,954,3,40,113,243,182,159,134,73,35,15,0,498,452,4,388,28,182,266,28,62,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,1,4,4,1,10,10,7,3,0,25,15,0,13,0,13,10,2,2
4/5/2020,292,26,146,3,31,50,49,73,42,20,24,0,127,165,0,84,11,115,59,10,13,0,0,0,2,5,2,10,7,0,8,18,0,5,0,18,3,0,0,0,3,10,24,36,26,24,23,0,55,91,0,30,10,81,17,7,1
12/2/2020,2050,35,107,215,514,409,304,299,182,77,50,0,1069,977,4,832,90,352,479,68,229,0,1,0,1,6,5,8,14,0,19,16,0,13,3,13,4,2,0,1,5,7,17,11,18,21,27,0,53,54,0,26,1,44,28,5,3
6/28/2021,50,2,11,12,9,9,9,5,3,3,0,0,18,32,0,12,2,20,7,4,5,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,1,0,2,1,3,1,0,7,4,0,6,0,5,0,0,0
8/2/2021,474,3,24,65,138,114,74,40,27,12,4,0,251,221,2,114,22,118,123,17,80,0,0,1,0,1,0,0,1,0,1,2,0,0,0,3,0,0,0,0,3,5,1,4,3,4,4,0,16,8,0,4,0,17,3,0,0
4/2/2021,676,3,56,83,202,139,107,82,39,17,7,0,346,330,0,179,41,149,226,18,63,0,0,0,0,1,0,1,1,0,2,1,0,1,0,1,1,0,0,2,3,5,13,8,13,9,3,0,26,30,0,17,0,28,9,1,1
8/16/2021,588,3,26,61,148,149,104,60,46,13,7,0,282,304,2,128,32,138,198,10,82,1,0,0,0,0,2,0,0,0,0,3,0,1,0,2,0,0,0,2,2,4,3,4,5,4,2,0,14,12,0,7,1,13,4,1,0
3/18/2022,147,2,8,26,36,37,16,17,5,7,3,0,74,71,2,21,11,23,61,8,23,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,1,3,0,0,0,3,1,0,3,5,0,2,0,1,4,0,1
2/5/2022,378,15,30,81,66,78,48,51,23,20,10,1,167,208,3,76,20,66,105,11,100,0,0,0,0,2,5,4,4,0,5,10,0,7,2,2,4,0,0,2,1,2,1,5,3,9,7,0,15,15,0,4,1,9,12,1,3
9/17/2021,441,5,39,94,92,97,62,41,30,12,13,0,246,195,0,72,16,117,150,32,54,0,0,0,1,1,2,0,1,0,4,1,0,1,1,3,0,0,0,1,2,6,8,7,3,4,8,0,23,16,0,5,0,24,8,1,1
3/1/2021,312,2,26,47,81,53,45,32,34,9,11,0,156,155,1,84,16,63,95,20,34,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,4,2,4,7,3,5,0,10,16,0,7,1,8,7,3,0
9/13/2020,123,3,26,12,37,30,19,13,9,3,0,0,61,62,0,43,3,16,45,5,11,0,0,0,0,0,0,1,2,0,2,1,0,1,0,2,0,0,0,2,5,3,1,6,5,2,2,0,14,12,0,11,0,4,10,1,0
8/8/2020,177,3,16,22,56,27,32,18,14,3,5,0,94,83,0,67,7,39,44,7,13,0,0,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,1,2,4,3,2,3,0,6,10,0,8,1,5,2,0,0
2/13/2022,172,3,18,41,27,31,22,17,13,14,7,0,93,79,0,34,11,25,65,8,29,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,0,2,3,2,0,3,6,2,0,13,5,0,2,0,8,5,2,1
6/16/2021,36,1,5,6,10,10,7,0,1,2,0,0,22,14,0,12,2,12,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,4,1,0,3,0,1,0,1,0
