Date,Total_Cases,Total_Deaths,Total_Hospitalizations,Ages_0to17,Ages_18to29,Ages_30to39,Ages_40to49,Ages_50to59,Ages_60to69,Ages_70to79,Age_80andAbove,Ages_Unknown,Female,Male,Unknown_Gender,Latinx,Asian_NonLatinx,Black_NonLatinx,White_NonLatinx,OtherRace_NonLatinx,UnknownRace_Ethnicity,Ages_0to17,Ages_18to29,Ages_30to39,Ages_40to49,Ages_50to59,Ages_60to69,Ages_70to79,Ages_80+,Ages_Unknown,Female,Male,Unknown_Gender,Latinx,Asian_NonLatinx,Black_NonLatinx,White_NonLatinx,OtherRace_NonLatinx,UnknownRace_Ethnicity,Hospitalizations_Ages_0to17,Hospitalizations_Ages_18to29,Hospitalizations_Ages_30to39,Hospitalizations_Ages_40to49,Hospitalizations_Ages_50to59,Hospitalizations_Ages_60to69,Hospitalizations_Ages_70to79,Hospitalizations_Ages_80+,Hospitalizations_Ages_Unknown,Hospitalizations_Female,Hospitalizations_Male,Hospitalizations_Unknown_Gender,Hospitalizations_Latinx,Hospitalizations_Asian_NonLatinx,Hospitalizations_Black_NonLatinx,Hospitalizations_White_NonLatinx,Hospitalizations_Other_Race NonLatinx,Hospitalizations_UnknownRace_Ethnicity
5/2/2021,227,14,28,32,46,52,24,28,29,11,5,0,129,97,1,34,8,99,32,17,37,0,0,1,0,4,2,4,3,0,7,7,0,0,0,11,3,0,0,1,3,2,2,5,9,3,3,0,19,9,0,3,2,19,2,1,1
5/3/2021,551,5,33,88,112,124,74,84,44,20,5,0,313,238,0,128,17,204,76,19,107,0,0,0,0,0,2,1,2,0,1,4,0,1,0,1,3,0,0,2,2,5,1,11,8,2,2,0,17,16,0,4,0,21,5,1,2
5/4/2021,463,5,28,79,123,79,84,39,32,14,13,0,243,220,0,103,20,188,57,16,79,0,0,0,0,0,1,3,1,0,1,4,0,0,0,4,1,0,0,1,1,2,4,9,4,3,4,0,11,17,0,1,0,16,9,1,1
5/5/2021,478,5,22,94,129,81,74,59,25,7,9,0,253,224,1,106,15,178,63,14,102,0,1,0,1,0,1,0,2,0,3,2,0,1,0,4,0,0,0,0,2,5,3,2,5,2,3,0,11,11,0,2,2,8,7,2,1
5/6/2021,399,8,29,63,100,83,49,45,39,13,7,0,218,181,0,92,6,144,57,13,87,0,0,0,0,1,4,1,2,0,5,3,0,3,0,4,1,0,0,0,2,1,2,7,8,8,1,0,17,12,0,2,1,21,3,0,2
5/7/2021,365,11,21,68,92,68,63,41,17,9,7,0,196,168,1,94,12,125,38,11,85,0,0,0,2,1,4,2,2,0,4,7,0,2,0,8,1,0,0,1,1,2,1,7,2,2,5,0,14,7,0,4,1,12,4,0,0
5/8/2021,270,8,26,47,74,57,38,28,14,5,7,0,165,105,0,66,6,118,32,4,44,0,1,0,1,1,1,1,3,0,4,4,0,1,0,7,0,0,0,0,5,1,4,4,8,1,3,0,18,8,0,4,1,14,4,0,3
5/9/2021,164,9,21,28,27,37,22,19,15,10,6,0,85,79,0,48,2,69,22,5,18,0,0,0,1,2,2,4,0,0,4,5,0,3,0,4,2,0,0,0,2,2,6,1,7,1,2,0,10,11,0,4,0,14,1,1,1
5/10/2021,397,6,22,104,65,71,67,49,29,7,5,0,216,181,0,79,16,172,59,14,57,1,0,0,1,0,0,2,2,0,4,2,0,0,0,5,1,0,0,0,1,3,5,5,3,4,1,0,12,10,0,3,0,12,5,2,0
5/11/2021,309,9,23,61,64,69,41,34,30,5,5,0,160,149,0,59,5,131,44,11,59,0,1,0,1,1,1,4,1,0,4,5,0,3,0,3,3,0,0,0,2,2,1,5,5,5,3,0,10,13,0,4,0,15,4,0,0
5/12/2021,342,6,18,70,73,71,44,43,20,19,2,0,197,144,1,74,16,147,43,10,52,0,0,0,1,0,1,3,1,0,4,2,0,0,0,6,0,0,0,0,1,4,2,2,7,0,2,0,13,5,0,5,0,10,3,0,0
5/13/2021,314,7,21,64,68,50,56,38,31,4,3,0,178,136,0,56,4,142,40,6,66,0,0,0,0,1,5,0,1,0,5,2,0,0,0,4,3,0,0,0,2,4,3,3,6,3,0,0,9,12,0,2,0,17,1,0,1
5/14/2021,292,6,15,68,69,55,35,28,26,7,4,0,154,136,2,61,10,103,37,9,72,0,0,0,0,0,3,2,1,0,4,2,0,3,0,2,1,0,0,1,2,1,1,2,6,2,0,0,7,8,0,6,0,7,1,0,1
5/15/2021,177,5,25,38,38,33,18,28,12,6,4,0,92,85,0,48,2,71,21,6,29,0,0,0,0,0,1,1,3,0,2,3,0,2,0,1,2,0,0,1,2,3,2,8,2,3,4,0,13,12,0,8,0,13,4,0,0
5/16/2021,153,10,16,23,33,29,21,17,15,8,7,0,85,68,0,33,2,60,24,6,28,0,0,1,1,0,3,3,2,0,4,6,0,6,2,2,0,0,0,1,1,5,2,0,3,3,1,0,9,7,0,2,0,11,2,1,0
5/17/2021,349,6,22,59,84,74,44,39,34,8,7,0,199,150,0,62,9,143,42,15,78,0,0,0,0,0,1,3,2,0,2,4,0,3,0,3,0,0,0,0,2,3,4,5,4,2,2,0,8,14,0,4,0,16,0,0,2
5/18/2021,282,6,12,68,61,47,36,35,19,8,8,0,161,121,0,53,4,113,46,6,60,0,0,0,0,2,1,3,0,0,4,2,0,3,0,2,1,0,0,1,0,2,1,1,5,1,1,0,5,7,0,3,0,9,0,0,0
5/19/2021,277,6,17,45,71,64,25,29,32,7,4,0,146,131,0,69,6,117,30,12,43,0,0,0,1,1,0,2,2,0,5,1,0,1,1,2,2,0,0,0,5,1,2,1,6,2,0,0,10,7,0,4,0,13,0,0,0
5/20/2021,246,4,12,49,47,53,35,26,22,13,1,0,130,116,0,53,5,110,28,6,44,0,0,0,0,0,0,1,3,0,3,1,0,0,1,3,0,0,0,1,1,1,1,0,4,3,1,0,6,6,0,1,0,10,1,0,0
5/21/2021,244,5,10,52,48,45,36,33,18,6,6,0,138,105,1,43,9,96,39,8,49,0,1,0,0,0,2,1,1,0,2,3,0,2,0,3,0,0,0,0,2,0,2,3,1,0,2,0,4,6,0,1,1,8,0,0,0
5/22/2021,131,5,14,27,36,17,13,19,10,8,1,0,69,61,1,35,1,53,19,6,17,0,0,1,0,0,2,2,0,0,3,2,0,2,1,2,0,0,0,0,1,2,4,2,3,2,0,0,10,4,0,5,0,7,1,1,0
5/23/2021,93,6,9,15,23,17,12,8,6,4,8,0,51,42,0,16,1,56,8,3,9,0,0,1,1,1,0,0,3,0,1,5,0,1,1,3,1,0,0,0,2,0,0,3,1,0,3,0,7,2,0,1,0,7,1,0,0
5/24/2021,216,4,17,40,49,41,32,24,16,10,4,0,110,106,0,45,5,92,27,7,40,0,0,1,2,1,0,0,0,0,2,2,0,2,0,2,0,0,0,1,2,1,3,3,2,3,2,0,9,8,0,4,0,11,2,0,0
5/25/2021,128,3,17,15,29,24,20,18,14,6,2,0,80,48,0,26,4,59,20,5,14,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,3,2,2,3,2,2,3,0,10,7,0,0,0,13,3,0,1
5/26/2021,169,5,12,31,44,24,22,24,9,9,6,0,96,73,0,43,2,67,23,5,29,0,0,0,0,0,4,1,0,0,1,4,0,0,0,3,2,0,0,0,2,1,0,5,1,3,0,0,6,6,0,1,0,10,1,0,0
5/27/2021,122,5,9,19,32,22,15,10,15,6,3,0,65,57,0,35,0,50,15,3,19,0,0,0,0,0,2,2,1,0,4,1,0,0,0,4,1,0,0,0,0,3,2,0,1,1,2,0,4,5,0,3,0,5,0,1,0
5/28/2021,139,4,17,31,33,18,22,18,7,6,4,0,88,51,0,34,4,59,17,5,20,0,0,0,0,0,2,1,1,0,3,1,0,0,0,4,0,0,0,0,2,1,5,6,0,2,1,0,9,8,0,2,0,14,1,0,0
5/29/2021,89,6,17,17,16,17,15,15,7,1,1,0,42,47,0,24,1,35,7,5,17,0,0,0,1,1,1,1,2,0,2,4,0,0,1,4,1,0,0,0,2,1,1,5,4,1,3,0,11,6,0,4,0,9,4,0,0
5/30/2021,51,7,9,7,14,11,6,6,7,0,0,0,23,28,0,17,0,17,8,2,7,0,0,0,0,1,1,3,2,0,3,4,0,1,0,5,1,0,0,1,0,0,2,1,4,0,1,0,6,3,0,2,0,5,2,0,0
5/31/2021,45,2,7,4,8,10,8,4,5,2,4,0,23,22,0,10,1,17,8,3,6,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,2,2,1,0,0,5,2,0,0,0,6,1,0,0
6/1/2021,122,5,18,29,20,25,25,14,5,4,0,0,71,49,2,26,3,45,17,6,25,0,0,0,1,1,2,1,0,0,2,3,0,2,0,3,0,0,0,3,0,3,4,3,1,2,2,0,7,11,0,4,0,12,2,0,0
6/2/2021,101,7,8,19,27,16,6,19,8,5,1,0,60,41,0,15,5,34,20,6,21,0,0,0,0,2,3,2,0,0,5,2,0,2,0,4,1,0,0,0,2,1,0,2,0,2,1,0,7,1,0,2,0,4,2,0,0
6/3/2021,96,7,9,21,20,19,14,10,6,5,1,0,48,48,0,15,4,41,10,2,24,0,0,0,1,0,2,4,0,0,4,3,0,3,1,2,1,0,0,1,1,3,0,1,2,1,0,0,4,5,0,1,1,6,1,0,0
6/4/2021,77,6,10,18,18,8,10,7,9,4,3,0,37,40,0,20,1,32,10,3,11,0,0,0,1,1,0,2,2,0,4,2,0,1,0,4,1,0,0,1,1,0,1,2,3,2,0,0,2,8,0,1,0,7,1,1,0
6/5/2021,62,6,8,14,13,9,7,8,7,2,2,0,33,29,0,17,1,23,11,3,7,0,0,0,1,1,2,1,1,0,2,4,0,2,0,3,1,0,0,0,0,2,1,3,1,0,1,0,5,3,0,0,0,6,2,0,0
6/6/2021,56,7,9,10,18,8,7,5,4,3,1,0,31,25,0,10,0,25,9,2,10,0,0,0,2,1,2,2,0,0,5,2,0,3,1,3,0,0,0,0,2,1,0,2,0,4,0,0,7,2,0,3,0,4,2,0,0
6/7/2021,102,9,9,20,20,11,19,14,10,6,2,0,53,49,0,28,2,37,17,2,16,0,0,0,1,4,2,1,1,0,3,6,0,5,0,4,0,0,0,0,0,0,0,4,2,2,1,0,6,3,0,3,0,5,1,0,0
6/8/2021,74,4,10,21,17,13,7,6,7,2,1,0,44,29,1,23,3,31,7,3,7,0,0,0,0,1,1,2,0,0,1,3,0,2,0,1,1,0,0,1,2,1,0,2,3,0,1,0,7,3,0,3,1,4,2,0,0
6/9/2021,59,4,4,9,14,5,11,10,4,3,3,0,30,28,1,15,2,18,12,3,9,0,0,0,0,1,1,0,2,0,2,2,0,0,0,3,1,0,0,0,0,1,0,2,0,0,1,0,1,3,0,2,0,1,1,0,0
6/10/2021,41,2,10,7,7,8,7,2,7,1,2,0,17,24,0,5,0,22,5,2,7,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,2,1,3,0,2,0,7,3,0,0,0,6,3,1,0
6/11/2021,39,2,7,6,12,6,6,2,3,3,1,0,18,21,0,13,2,10,7,2,5,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,1,1,2,0,1,0,3,4,0,2,0,4,1,0,0
6/12/2021,46,4,4,5,13,13,3,7,1,2,2,0,18,28,0,10,1,12,10,1,12,0,0,0,0,1,1,1,1,0,4,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1,1,0,2,2,0,2,0,1,1,0,0
6/13/2021,24,4,4,5,2,9,2,3,2,1,0,0,16,8,0,5,0,12,2,0,5,0,0,1,0,2,1,0,0,0,0,4,0,3,0,0,1,0,0,0,1,1,0,1,1,0,0,0,4,0,0,1,0,2,1,0,0
6/14/2021,67,3,4,10,14,22,7,9,4,1,0,0,37,30,0,22,2,17,4,4,18,0,0,0,0,1,2,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,2,2,0,1,0,2,1,0,0
6/15/2021,51,2,5,10,8,10,10,8,2,2,1,0,33,18,0,19,0,16,9,1,6,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,2,0,0,2,0,0,0,2,3,0,0,0,3,2,0,0
6/16/2021,36,1,3,6,9,10,7,0,1,2,0,1,22,14,0,12,2,12,4,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,2,0,0,0,1,0
6/17/2021,35,2,6,7,7,9,3,3,5,1,0,0,16,19,0,10,1,8,10,2,4,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,1,0,0,0,5,1,0,4,0,1,1,0,0
6/18/2021,35,2,7,2,10,6,6,6,2,1,2,0,19,16,0,6,2,17,9,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,1,1,1,3,1,0,0,0,3,4,0,2,0,3,2,0,0
6/19/2021,30,2,5,6,11,5,1,2,1,4,0,0,18,12,0,11,2,6,6,1,4,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,1,1,0,4,1,0,4,1,0,0,0,0
6/20/2021,27,1,3,6,6,4,4,2,5,0,0,0,16,11,0,9,0,6,4,1,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,0,2,0,0,0
6/21/2021,46,3,4,11,11,9,7,1,5,2,0,0,24,22,0,10,0,17,8,2,9,0,0,0,0,1,1,1,0,0,3,0,0,1,0,2,0,0,0,0,1,0,1,1,0,1,0,0,3,1,0,1,0,3,0,0,0
6/22/2021,33,3,1,3,7,8,3,5,5,1,1,0,19,14,0,2,0,16,6,2,7,0,0,0,0,2,0,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
6/23/2021,47,0,5,7,10,11,9,6,2,0,2,0,28,19,0,10,1,15,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,4,1,0,1,0,4,0,0,0
6/24/2021,43,0,8,7,13,10,7,4,0,1,1,0,23,20,0,7,2,18,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,0,0,2,6,0,1,1,4,2,0,0
6/25/2021,35,3,3,8,6,6,9,2,4,0,0,0,16,19,0,8,2,5,3,1,16,0,0,1,0,0,1,1,0,0,2,1,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0
6/26/2021,19,0,3,3,4,7,3,0,2,0,0,0,11,8,0,4,0,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,2,0,1,0,0,0
6/27/2021,17,1,1,4,2,6,1,0,1,3,0,0,10,7,0,3,0,6,4,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6/28/2021,50,2,8,12,9,9,9,5,3,3,0,0,18,32,0,11,2,20,8,1,8,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,1,0,2,1,1,0,0,6,2,0,5,0,3,0,0,0
6/29/2021,52,2,3,17,10,12,6,1,3,3,0,0,28,24,0,11,0,15,12,4,10,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,3,0,0,0
6/30/2021,51,0,3,11,12,10,9,3,3,3,0,0,21,29,1,10,2,9,14,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,1,0,2,0,0,0
7/1/2021,31,2,6,5,11,7,5,1,2,0,0,0,14,17,0,5,1,8,7,1,9,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,1,2,1,1,0,0,0,3,3,0,1,0,5,0,0,0
7/2/2021,53,0,3,5,11,9,13,5,7,3,0,0,33,20,0,6,0,13,16,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0
7/3/2021,49,0,4,6,12,17,7,5,1,0,1,0,22,26,1,10,2,15,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,3,0,1,0,3,0,0,0
7/4/2021,18,1,2,6,2,6,1,0,0,2,1,0,10,8,0,3,2,6,3,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0
7/5/2021,58,2,3,11,15,14,7,5,3,2,1,0,26,31,1,15,0,14,14,3,12,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,0,1,0,2,0,0,0
7/6/2021,77,2,3,23,18,13,6,8,6,2,1,0,47,30,0,15,2,17,16,5,22,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,2,1,0,1,0,1,1,0,0
7/7/2021,72,2,3,17,18,16,12,4,3,2,0,0,50,21,1,17,3,16,14,3,19,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,2,1,0,0
7/8/2021,73,0,4,13,27,16,5,6,3,3,0,0,40,33,0,12,1,18,16,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0
7/9/2021,82,1,3,13,20,24,12,5,5,2,1,0,41,40,1,14,1,22,15,4,26,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,1,2,0,0
7/10/2021,48,0,6,7,11,17,7,2,1,3,0,0,22,26,0,8,2,12,13,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,4,2,0,2,0,2,1,0,1
7/11/2021,69,2,4,18,13,15,8,11,1,3,0,0,34,35,0,9,2,14,18,4,22,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,3,0,0,0,4,0,0,0
7/12/2021,99,0,6,11,31,22,12,10,6,6,1,0,49,50,0,13,3,33,24,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,4,2,0,1,1,3,1,0,0
7/13/2021,93,2,7,13,21,30,7,9,6,6,1,0,46,47,0,20,2,29,20,2,20,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,3,1,1,0,0,2,0,0,5,2,0,1,1,4,1,0,0
7/14/2021,138,2,4,25,41,34,14,13,9,1,1,0,73,64,1,11,3,48,38,7,31,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,1,0,0,4,0,1,0,1,1,1,0
7/15/2021,130,0,2,15,44,28,20,12,8,3,0,0,73,55,2,16,6,42,33,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0
7/16/2021,151,0,5,23,41,46,13,18,6,3,1,0,75,73,3,18,5,32,43,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,2,3,0,1,0,3,1,0,0
7/17/2021,117,0,4,22,35,28,16,7,2,4,3,0,64,51,2,39,2,27,16,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,0,3,1,0,0
7/18/2021,89,0,2,12,27,20,11,6,7,4,2,0,50,39,0,17,1,19,27,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0
7/19/2021,195,1,10,35,62,47,23,19,4,3,2,0,93,101,1,31,2,35,57,15,55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,3,1,2,0,8,2,0,3,0,4,3,0,0
7/20/2021,183,1,8,31,46,48,27,18,6,5,2,0,96,87,0,23,5,49,46,13,47,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0,2,1,0,4,4,0,2,0,5,0,1,0
7/21/2021,203,0,6,36,54,49,24,23,9,4,4,0,112,91,0,31,8,59,57,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,3,3,0,0,0,4,2,0,0
7/22/2021,224,1,8,37,67,54,20,22,11,11,2,0,115,108,1,40,2,68,62,11,41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,3,1,0,0,3,5,0,2,0,4,2,0,0
7/23/2021,229,2,12,39,57,62,28,19,12,8,4,0,128,101,0,42,2,62,50,13,60,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,3,2,1,2,0,3,1,0,5,7,0,4,0,4,3,1,0
7/24/2021,180,0,9,40,49,32,16,23,14,2,4,0,85,94,1,26,3,52,44,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,1,0,1,0,5,4,0,2,0,6,0,1,0
7/25/2021,127,2,,15,37,32,17,12,6,6,2,0,72,55,0,13,8,37,32,10,27,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,
7/26/2021,275,1,,50,73,70,26,26,18,6,6,0,148,125,2,36,9,71,67,15,77,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
7/27/2021,213,1,,26,58,62,31,19,5,8,4,0,122,91,0,40,3,64,57,8,41,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
7/28/2021,151,1,,20,55,31,23,12,5,3,2,0,76,75,0,25,8,40,53,6,19,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
7/29/2021,5,0,,1,0,1,1,1,1,0,0,0,4,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
